Year,Date,Time,home_team,away_team,home_score,away_score,stage,SpecialWinConditions,Stadium,City,Attendance,year,is_penalty_shootout,result
1990,1990-03-12,,Algeria,Senegal,2.0,1.0,Semi-finals,,Stade 5 Juillet 1962, Algiers,88000.0,1990,False,W
1990,1990-03-15,,Zambia,Senegal,1.0,0.0,Third place match,,Stade 5 Juillet 1962, Algiers,33000.0,1990,False,W
1990,1990-03-16,16:00,Algeria,Nigeria,1.0,0.0,Final,,Stade 5 Juillet 1962, Algiers,105032.0,1990,False,W
1992,1992-01-12,,Nigeria,Senegal,2.0,1.0,Group A,,Stade de l'Amitié, Dakar,60000.0,1992,False,W
1992,1992-01-14,,Nigeria,Kenya,2.0,1.0,Group A,,Stade de l'Amitié, Dakar,5000.0,1992,False,W
1992,1992-01-16,,Senegal,Kenya,3.0,0.0,Group A,,Stade de l'Amitié, Dakar,50000.0,1992,False,W
1992,1992-01-12,,Cameroon,Morocco,1.0,0.0,Group B,,Stade de l'Amitié, Dakar,60000.0,1992,False,W
1992,1992-01-14,,Morocco,Zaire,1.0,1.0,Group B,,Stade de l'Amitié, Dakar,5000.0,1992,False,D
1992,1992-01-16,,Cameroon,Zaire,1.0,1.0,Group B,,Stade de l'Amitié, Dakar,10000.0,1992,False,D
1992,1992-01-13,,Ivory Coast,Algeria,3.0,0.0,Group C,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,W
1992,1992-01-15,,Ivory Coast,Congo,0.0,0.0,Group C,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,D
1992,1992-01-17,,Algeria,Congo,1.0,1.0,Group C,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,D
1992,1992-01-13,,Zambia,Egypt,1.0,0.0,Group D,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,W
1992,1992-01-15,,Ghana,Zambia,1.0,0.0,Group D,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,W
1992,1992-01-17,,Ghana,Egypt,1.0,0.0,Group D,,Stade Aline Sitoe Diatta, Ziguinchor,5000.0,1992,False,W
1992,1992-01-19,,Nigeria,Zaire,1.0,0.0,Quarter-finals,,Stade de l'Amitié, Dakar,10000.0,1992,False,W
1992,1992-01-19,,Cameroon,Senegal,1.0,0.0,Quarter-finals,,Stade de l'Amitié, Dakar,35000.0,1992,False,W
1992,1992-01-20,,Ivory Coast,Zambia,1.0,0.0,Quarter-finals,Ivory Coast  win after extra time ,Stade de l'Amitié, Dakar,3000.0,1992,False,W
1992,1992-01-20,,Ghana,Congo,2.0,1.0,Quarter-finals,,Stade de l'Amitié, Dakar,15000.0,1992,False,W
1992,1992-01-23,,Ghana,Nigeria,2.0,1.0,Semi-finals,,Stade de l'Amitié, Dakar,30000.0,1992,False,W
1992,1992-01-23,,Cameroon,Ivory Coast,0.0,0.0,Semi-finals, Ivory Coast win on Penalities 1-3,Stade de l'Amitié, Dakar,35000.0,1992,False,D
1992,1992-01-25,,Nigeria,Cameroon,2.0,1.0,Third place match,,Stade de l'Amitié, Dakar,2000.0,1992,False,W
1992,1992-01-26,,Ivory Coast,Ghana,0.0,0.0,Final,Ivory Coast  win on Penalities 11-10,Stade de l'Amitié, Dakar,47500.0,1992,False,D
1994,1994-03-26,,Tunisia,Mali,0.0,2.0,Group A,,Stade El Menzah, Tunis,45000.0,1994,False,L
1994,1994-03-28,,Mali,Zaire,0.0,1.0,Group A,,Stade El Menzah, Tunis,8000.0,1994,False,L
1994,1994-03-30,,Tunisia,Zaire,1.0,1.0,Group A,,Stade El Menzah, Tunis,45000.0,1994,False,D
1994,1994-03-26,,Nigeria,Gabon,3.0,0.0,Group B,,Stade El Menzah, Tunis,30000.0,1994,False,W
1994,1994-03-28,,Egypt,Gabon,4.0,0.0,Group B,,Stade Chedli Zouiten, Tunis,6000.0,1994,False,W
1994,1994-03-30,,Nigeria,Egypt,0.0,0.0,Group B,,Stade El Menzah, Tunis,30000.0,1994,False,D
1994,1994-03-27,,Ivory Coast,Sierra Leone,4.0,0.0,Group C,,Stade Olympique de Sousse, Sousse,10000.0,1994,False,W
1994,1994-03-29,,Zambia,Sierra Leone,0.0,0.0,Group C,,Stade Olympique de Sousse, Sousse,6000.0,1994,False,D
1994,1994-03-31,,Zambia,Ivory Coast,1.0,0.0,Group C,,Stade Olympique de Sousse, Sousse,6000.0,1994,False,W
1994,1994-03-27,,Ghana,Guinea,1.0,0.0,Group D,,Stade Olympique de Sousse, Sousse,10000.0,1994,False,W
1994,1994-03-29,,Senegal,Guinea,2.0,1.0,Group D,,Stade Olympique de Sousse, Sousse,6000.0,1994,False,W
1994,1994-03-31,,Ghana,Senegal,1.0,0.0,Group D,,Stade Olympique de Sousse, Sousse,6000.0,1994,False,W
1994,1994-04-02,,Zaire,Nigeria,0.0,2.0,Quarterfinals,,Stade El Menzah, Tunis,2000.0,1994,False,L
1994,1994-04-02,,Egypt,Mali,0.0,1.0,Quarterfinals,,Stade El Menzah, Tunis,3000.0,1994,False,L
1994,1994-04-03,,Zambia,Senegal,1.0,0.0,Quarterfinals,,Stade Olympique de Sousse, Sousse,8000.0,1994,False,W
1994,1994-04-03,,Ghana,Ivory Coast,1.0,2.0,Quarterfinals,,Stade Olympique de Sousse, Sousse,8000.0,1994,False,L
1994,1994-04-06,,Nigeria,Ivory Coast,2.0,2.0,Semifinals,Nigeria  win on Penalities 4-2,Stade El Menzah, Tunis,2000.0,1994,False,D
1994,1994-04-06,,Zambia,Mali,4.0,0.0,Semifinals,,Stade El Menzah, Tunis,2000.0,1994,False,W
1994,1994-04-10,,Ivory Coast,Mali,3.0,1.0,Third place match,,Stade El Menzah, Tunis,15000.0,1994,False,W
1994,1994-04-10,,Nigeria,Zambia,2.0,1.0,Final,,Stade El Menzah, Tunis,25000.0,1994,False,W
1996,1996-01-13,,South Africa,Cameroon,3.0,0.0,Group A,,FNB Stadium, Johannesburg,75000.0,1996,False,W
1996,1996-01-15,,Egypt,Angola,2.0,1.0,Group A,,FNB Stadium, Johannesburg,6000.0,1996,False,W
1996,1996-01-18,,Cameroon,Egypt,2.0,1.0,Group A,,FNB Stadium, Johannesburg,4000.0,1996,False,W
1996,1996-01-20,,South Africa,Angola,1.0,0.0,Group A,,FNB Stadium, Johannesburg,28000.0,1996,False,W
1996,1996-01-24,,South Africa,Egypt,0.0,1.0,Group A,,FNB Stadium, Johannesburg,20000.0,1996,False,L
1996,1996-01-24,,Angola,Cameroon,3.0,3.0,Group A,,Kings Park Stadium, Durban,6000.0,1996,False,D
1996,1996-01-14,,Zambia,Algeria,0.0,0.0,Group B,,Free State Stadium, Bloemfontein,9000.0,1996,False,D
1996,1996-01-15,,Sierra Leone,Burkina Faso,2.0,1.0,Group B,,Free State Stadium, Bloemfontein,1500.0,1996,False,W
1996,1996-01-18,,Algeria,Sierra Leone,2.0,0.0,Group B,,Free State Stadium, Bloemfontein,1500.0,1996,False,W
1996,1996-01-20,,Zambia,Burkina Faso,5.0,1.0,Group B,,Free State Stadium, Bloemfontein,2000.0,1996,False,W
1996,1996-01-24,,Algeria,Burkina Faso,2.0,1.0,Group B,,EPRU Stadium, Port Elizabeth,180.0,1996,False,W
1996,1996-01-24,,Zambia,Sierra Leone,4.0,0.0,Group B,,Free State Stadium, Bloemfontein,200.0,1996,False,W
1996,1996-01-16,,Gabon,Liberia,1.0,2.0,Group C,,Kings Park Stadium, Durban,5000.0,1996,False,L
1996,1996-01-19,,Gabon,Zaire,2.0,0.0,Group C,,Kings Park Stadium, Durban,4000.0,1996,False,W
1996,1996-01-25,,Zaire,Liberia,2.0,0.0,Group C,,FNB Stadium, Johannesburg,3000.0,1996,False,W
1996,1996-01-14,,Ghana,Ivory Coast,2.0,0.0,Group D,,EPRU Stadium, Port Elizabeth,8000.0,1996,False,W
1996,1996-01-16,,Tunisia,Mozambique,1.0,1.0,Group D,,EPRU Stadium, Port Elizabeth,1000.0,1996,False,D
1996,1996-01-19,,Ghana,Tunisia,2.0,1.0,Group D,,EPRU Stadium, Port Elizabeth,1000.0,1996,False,W
1996,1996-01-21,,Ivory Coast,Mozambique,1.0,0.0,Group D,,EPRU Stadium, Port Elizabeth,500.0,1996,False,W
1996,1996-01-25,,Tunisia,Ivory Coast,3.0,1.0,Group D,,EPRU Stadium, Port Elizabeth,1000.0,1996,False,W
1996,1996-01-25,,Ghana,Mozambique,2.0,0.0,Group D,,Free State Stadium, Bloemfontein,3500.0,1996,False,W
1996,1996-01-27,,South Africa,Algeria,2.0,1.0,Quarterfinals,,FNB Stadium, Johannesburg,80000.0,1996,False,W
1996,1996-01-27,,Zambia,Egypt,3.0,1.0,Quarterfinals,,Free State Stadium, Bloemfontein,8500.0,1996,False,W
1996,1996-01-28,,Gabon,Tunisia,1.0,1.0,Quarterfinals, Tunisia win on Penalities 1-4,Kings Park Stadium, Durban,4000.0,1996,False,D
1996,1996-01-28,,Ghana,Zaire,1.0,0.0,Quarterfinals,,EPRU Stadium, Port Elizabeth,8000.0,1996,False,W
1996,1996-01-31,,South Africa,Ghana,3.0,0.0,Semifinals,,FNB Stadium, Johannesburg,75000.0,1996,False,W
1996,1996-01-31,,Zambia,Tunisia,2.0,4.0,Semifinals,,Kings Park Stadium, Durban,5000.0,1996,False,L
1996,1996-02-03,,Ghana,Zambia,0.0,1.0,Third place match,,FNB Stadium, Johannesburg,80000.0,1996,False,L
1996,1996-02-03,,South Africa,Tunisia,2.0,0.0,Final,,FNB Stadium, Johannesburg,80000.0,1996,False,W
1998,1998-02-07,16:00,Burkina Faso,Cameroon,0.0,1.0,Group A,,Stade du 4-Août, Ouagadougou,30000.0,1998,False,L
1998,1998-02-08,20:30,Algeria,Guinea,0.0,1.0,Group A,,Stade Municipal, Ouagadougou,3000.0,1998,False,L
1998,1998-02-11,15:00,Cameroon,Guinea,2.0,2.0,Group A,,Stade Municipal, Ouagadougou,2000.0,1998,False,D
1998,1998-02-11,20:00,Burkina Faso,Algeria,2.0,1.0,Group A,,Stade du 4-Août, Ouagadougou,35000.0,1998,False,W
1998,1998-02-15,16:00,Burkina Faso,Guinea,1.0,0.0,Group A,,Stade du 4-Août, Ouagadougou,40000.0,1998,False,W
1998,1998-02-15,16:00,Cameroon,Algeria,2.0,1.0,Group A,,Stade Municipal, Ouagadougou,1000.0,1998,False,W
1998,1998-02-09,16:00,Dr Congo,Togo,2.0,1.0,Group B,,Stade Municipal, Ouagadougou,4000.0,1998,False,W
1998,1998-02-09,20:30,Ghana,Tunisia,2.0,0.0,Group B,,Stade du 4-Août, Ouagadougou,12000.0,1998,False,W
1998,1998-02-12,16:00,Tunisia,Dr Congo,2.0,1.0,Group B,,Stade Municipal, Ouagadougou,1000.0,1998,False,W
1998,1998-02-12,20:30,Togo,Ghana,2.0,1.0,Group B,,Stade du 4-Août, Ouagadougou,3000.0,1998,False,W
1998,1998-02-16,17:00,Dr Congo,Ghana,1.0,0.0,Group B,,Stade du 4-Août, Ouagadougou,3000.0,1998,False,W
1998,1998-02-16,17:00,Tunisia,Togo,3.0,1.0,Group B,,Stade Municipal, Ouagadougou,800.0,1998,False,W
1998,1998-02-08,15:00,South Africa,Angola,0.0,0.0,Group C,,Stade Municipal, Bobo-Dioulasso,20000.0,1998,False,D
1998,1998-02-08,18:00,Ivory Coast,Namibia,4.0,3.0,Group C,,Stade Municipal, Bobo-Dioulasso,20000.0,1998,False,W
1998,1998-02-11,17:15,Ivory Coast,South Africa,1.0,1.0,Group C,,Stade Municipal, Bobo-Dioulasso,10000.0,1998,False,D
1998,1998-02-12,18:15,Angola,Namibia,3.0,3.0,Group C,,Stade Municipal, Bobo-Dioulasso,2000.0,1998,False,D
1998,1998-02-16,20:00,Ivory Coast,Angola,5.0,2.0,Group C,,Stade Municipal, Ouagadougou,4000.0,1998,False,W
1998,1998-02-16,20:00,South Africa,Namibia,4.0,1.0,Group C,,Stade Municipal, Bobo-Dioulasso,9500.0,1998,False,W
1998,1998-02-09,18:15,Morocco,Zambia,1.0,1.0,Group D,,Stade Municipal, Bobo-Dioulasso,10000.0,1998,False,D
1998,1998-02-10,18:00,Egypt,Mozambique,2.0,0.0,Group D,,Stade Municipal, Bobo-Dioulasso,20000.0,1998,False,W
1998,1998-02-13,17:00,Egypt,Zambia,4.0,0.0,Group D,,Stade Municipal, Bobo-Dioulasso,5000.0,1998,False,W
1998,1998-02-13,20:00,Morocco,Mozambique,3.0,0.0,Group D,,Stade Municipal, Bobo-Dioulasso,3000.0,1998,False,W
1998,1998-02-17,16:00,Zambia,Mozambique,3.0,1.0,Group D,,Stade Municipal, Bobo-Dioulasso,3000.0,1998,False,W
1998,1998-02-17,16:00,Morocco,Egypt,1.0,0.0,Group D,,Stade Municipal, Ouagadougou,500.0,1998,False,W
1998,1998-02-20,16:00,Cameroon,Dr Congo,0.0,1.0,Quarterfinals,,Stade Municipal, Bobo-Dioulasso,5000.0,1998,False,L
1998,1998-02-21,17:00,Tunisia,Burkina Faso,1.0,1.0,Quarterfinals, Burkina Faso win on Penalities 7-8,Stade du 4-Août, Ouagadougou,35000.0,1998,False,D
1998,1998-02-21,20:00,Ivory Coast,Egypt,0.0,0.0,Quarterfinals, Egypt win on Penalities 4-5,Stade Municipal, Ouagadougou,20000.0,1998,False,D
1998,1998-02-22,16:00,Morocco,South Africa,1.0,2.0,Quarterfinals,,Stade Municipal, Ouagadougou,2000.0,1998,False,L
1998,1998-02-25,16:00,Dr Congo,South Africa,1.0,2.0,Semifinals, win after extra time ,Stade du 4-Août, Ouagadougou,4000.0,1998,False,L
1998,1998-02-25,20:00,Burkina Faso,Egypt,0.0,2.0,Semifinals,,Stade Municipal, Bobo-Dioulasso,40000.0,1998,False,L
1998,1998-02-27,16:00,Dr Congo,Burkina Faso,4.0,4.0,Third place match,DR Congo  win on Penalities 4-1,Stade Municipal, Ouagadougou,25000.0,1998,False,D
1998,1998-02-28,16:00,South Africa,Egypt,0.0,2.0,Final,,Stade du 4-Août, Ouagadougou,40000.0,1998,False,L
2000,2000-01-22,16:00,Ghana,Cameroon,1.0,1.0,Group A,,Accra Sports Stadium, Accra,45000.0,2000,False,D
2000,2000-01-24,16:00,Ivory Coast,Togo,1.0,1.0,Group A,,Accra Sports Stadium, Accra,13000.0,2000,False,D
2000,2000-01-27,16:00,Ghana,Togo,2.0,0.0,Group A,,Accra Sports Stadium, Accra,30000.0,2000,False,W
2000,2000-01-28,19:45,Cameroon,Ivory Coast,3.0,0.0,Group A,,Accra Sports Stadium, Accra,5000.0,2000,False,W
2000,2000-01-31,16:00,Ghana,Ivory Coast,0.0,2.0,Group A,,Accra Sports Stadium, Accra,40000.0,2000,False,L
2000,2000-01-31,16:00,Cameroon,Togo,0.0,1.0,Group A,,Kumasi Sports Stadium, Kumasi,2000.0,2000,False,L
2000,2000-01-23,19:45,South Africa,Gabon,3.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,20000.0,2000,False,W
2000,2000-01-24,19:45,Dr Congo,Algeria,0.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,7000.0,2000,False,D
2000,2000-01-27,19:45,South Africa,Dr Congo,1.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,3500.0,2000,False,W
2000,2000-01-29,19:45,Algeria,Gabon,3.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,5000.0,2000,False,W
2000,2000-02-02,16:00,South Africa,Algeria,1.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,2000.0,2000,False,D
2000,2000-02-02,16:00,Dr Congo,Gabon,0.0,0.0,Group B,,Accra Sports Stadium, Accra,2000.0,2000,False,D
2000,2000-01-23,18:30,Egypt,Zambia,2.0,0.0,Group C,,Sani Abacha Stadium, Kano,18000.0,2000,False,W
2000,2000-01-25,17:00,Burkina Faso,Senegal,1.0,3.0,Group C,,Sani Abacha Stadium, Kano,12000.0,2000,False,L
2000,2000-01-28,18:30,Egypt,Senegal,1.0,0.0,Group C,,Sani Abacha Stadium, Kano,30000.0,2000,False,W
2000,2000-01-29,18:30,Zambia,Burkina Faso,1.0,1.0,Group C,,Sani Abacha Stadium, Kano,5000.0,2000,False,D
2000,2000-02-02,17:00,Egypt,Burkina Faso,4.0,2.0,Group C,,Sani Abacha Stadium, Kano,17000.0,2000,False,W
2000,2000-02-02,17:00,Zambia,Senegal,2.0,2.0,Group C,,National Stadium, Lagos,2000.0,2000,False,D
2000,2000-01-23,16:00,Nigeria,Tunisia,4.0,2.0,Group D,,National Stadium, Lagos,80000.0,2000,False,W
2000,2000-01-25,19:30,Morocco,Congo,1.0,0.0,Group D,,National Stadium, Lagos,8000.0,2000,False,W
2000,2000-01-28,16:00,Nigeria,Congo,0.0,0.0,Group D,,National Stadium, Lagos,60000.0,2000,False,D
2000,2000-01-29,16:00,Tunisia,Morocco,0.0,0.0,Group D,,National Stadium, Lagos,5000.0,2000,False,D
2000,2000-02-03,17:00,Nigeria,Morocco,2.0,0.0,Group D,,National Stadium, Lagos,60000.0,2000,False,W
2000,2000-02-03,17:00,Tunisia,Congo,1.0,0.0,Group D,,Sani Abacha Stadium, Kano,12000.0,2000,False,W
2000,2000-02-06,16:00,Cameroon,Algeria,2.0,1.0,Quarterfinals,,Accra Sports Stadium, Accra,15000.0,2000,False,W
2000,2000-02-06,19:30,South Africa,Ghana,1.0,0.0,Quarterfinals,,Kumasi Sports Stadium, Kumasi,40000.0,2000,False,W
2000,2000-02-07,16:00,Egypt,Tunisia,0.0,1.0,Quarterfinals,,Sani Abacha Stadium, Kano,12000.0,2000,False,L
2000,2000-02-07,19:00,Nigeria,Senegal,2.0,1.0,Quarterfinals, win after extra time ,National Stadium, Lagos,60000.0,2000,False,W
2000,2000-02-10,16:30,Nigeria,South Africa,2.0,0.0,Semifinals,,National Stadium, Lagos,60000.0,2000,False,W
2000,2000-02-10,18:30,Cameroon,Tunisia,3.0,0.0,Semifinals,,Accra Sports Stadium, Accra,6000.0,2000,False,W
2000,2000-02-12,16:00,South Africa,Tunisia,2.0,2.0,Third place match,South Africa  win on Penalities 4-3,Accra Sports Stadium, Accra,1000.0,2000,False,D
2000,2000-02-13,16:00,Nigeria,Cameroon,2.0,2.0,Final, Cameroon win on Penalities 3-4,National Stadium, Lagos,60000.0,2000,False,D
2002,2002-01-19,16:00,Mali,Liberia,1.0,1.0,Group A,,Stade du 26 Mars, Bamako,50000.0,2002,False,D
2002,2002-01-21,16:00,Algeria,Nigeria,0.0,1.0,Group A,,Stade du 26 Mars, Bamako,10000.0,2002,False,L
2002,2002-01-24,19:00,Mali,Nigeria,0.0,0.0,Group A,,Stade du 26 Mars, Bamako,50000.0,2002,False,D
2002,2002-01-25,19:30,Liberia,Algeria,2.0,2.0,Group A,,Stade du 26 Mars, Bamako,4000.0,2002,False,D
2002,2002-01-28,18:00,Mali,Algeria,2.0,0.0,Group A,,Stade du 26 Mars, Bamako,50000.0,2002,False,W
2002,2002-01-28,18:00,Liberia,Nigeria,0.0,1.0,Group A,,Stade Barema Bocoum, Mopti,9000.0,2002,False,L
2002,2002-01-20,19:30,South Africa,Burkina Faso,0.0,0.0,Group B,,Stade Amare Daou, Ségou,12000.0,2002,False,D
2002,2002-01-21,16:00,Morocco,Ghana,0.0,0.0,Group B,,Stade Amare Daou, Ségou,4000.0,2002,False,D
2002,2002-01-24,16:00,South Africa,Ghana,0.0,0.0,Group B,,Stade Amare Daou, Ségou,5000.0,2002,False,D
2002,2002-01-26,15:30,Burkina Faso,Morocco,1.0,2.0,Group B,,Stade Amare Daou, Ségou,6000.0,2002,False,L
2002,2002-01-30,16:00,South Africa,Morocco,3.0,1.0,Group B,,Stade Amare Daou, Ségou,3000.0,2002,False,W
2002,2002-01-30,16:00,Burkina Faso,Ghana,1.0,2.0,Group B,,Stade Barema Bocoum, Mopti,15000.0,2002,False,L
2002,2002-01-20,17:30,Cameroon,Dr Congo,1.0,0.0,Group C,,Stade Babemba Traoré, Sikasso,15000.0,2002,False,W
2002,2002-01-21,18:00,Togo,Ivory Coast,0.0,0.0,Group C,,Stade Babemba Traoré, Sikasso,15000.0,2002,False,D
2002,2002-01-25,17:30,Cameroon,Ivory Coast,1.0,0.0,Group C,,Stade Babemba Traoré, Sikasso,15000.0,2002,False,W
2002,2002-01-26,17:30,Dr Congo,Togo,0.0,0.0,Group C,,Stade Babemba Traoré, Sikasso,7000.0,2002,False,D
2002,2002-01-29,16:00,Cameroon,Togo,3.0,0.0,Group C,,Stade Babemba Traoré, Sikasso,6000.0,2002,False,W
2002,2002-01-29,16:00,Dr Congo,Ivory Coast,3.0,1.0,Group C,,Stade Abdoulaye Nakoro Cissoko, Kayes,12000.0,2002,False,W
2002,2002-01-20,15:30,Egypt,Senegal,0.0,1.0,Group D,,Stade Modibo Kéïta, Bamako,20000.0,2002,False,L
2002,2002-01-21,19:00,Zambia,Tunisia,0.0,0.0,Group D,,Stade Modibo Kéïta, Bamako,6000.0,2002,False,D
2002,2002-01-25,15:30,Egypt,Tunisia,1.0,0.0,Group D,,Stade Modibo Kéïta, Bamako,3000.0,2002,False,W
2002,2002-01-26,19:30,Senegal,Zambia,1.0,0.0,Group D,,Stade Modibo Kéïta, Bamako,20000.0,2002,False,W
2002,2002-01-31,16:00,Egypt,Zambia,2.0,1.0,Group D,,Stade Modibo Kéïta, Bamako,10000.0,2002,False,W
2002,2002-01-31,16:00,Senegal,Tunisia,0.0,0.0,Group D,,Stade Abdoulaye Nakoro Cissoko, Kayes,8000.0,2002,False,D
